LncRNA_ID	LncRNA_Name	ICLIP_EZH2_Raw_TagCount	ICLIP_EZH2_Norm_TagCount	Chrom	Strand	Start	End	Source	Length
ENST00000410842	AP003462.1	825	881.92584	chr11	-	127275922	127276227	Ensembl	305
ENST00000425559	RP5-1097F14.3	825	881.92584	chr1	-	231319843	231323373	Ensembl	1348
uc003biq.2	BC033837	825	881.92584	chr22	-	49808175	50051190	UCSC_kg	2232
CR936634		825	881.92584	chr2	+	85048801	85064628	predicted	5920
ENST00000433093	AC134684.1	825	881.92584	chr8	-	7360400	7363756	Ensembl	3345
ENST00000449144	RP11-384P7.5	824	880.85684	chr9	+	33719687	33722553	Ensembl	1144
ENST00000440634	AC114781.1	824	880.85684	chr4	+	84156435	84156950	Ensembl	510
U79276		824	880.85684	chr3	+	57547633	57549278	NRED	1659
uc001wri.2	BC041327	823	879.78784	chr14	+	31889963	31922086	UCSC_kg	1210
uc003jqp.2	BC071555	823	879.78784	chr5	-	55232480	55235321	UCSC_kg	2841
CR594841		822	878.71884	chr7	+	40172587	40174207	predicted	1620
BC028134		822	878.71884	chr7	-	29231197	29233725	predicted	2554
BC007549		822	878.71884	chr1	-	171453554	171455327	predicted	1798
ENST00000440900	AC007557.4	822	878.71884	chr2	-	217719111	217719855	Ensembl	583
AK128611		821	877.64984	chr11	-	8114513	8117971	predicted	3458
AK126806		821	877.64984	chr11	+	9074931	9083118	predicted	3357
NR_027368	POP4	821	877.64984	chr19	+	30097169	30108162	RefSeq_NR	2388
AX721095		821	877.64984	chr7	-	4722218	4800761	predicted	1484
AK095429		821	877.64984	chr7	-	112715178	112717236	predicted	2060
AY927448		821	877.64984	chr6	+	109073014	109091145	RNAdb	1595
ENST00000515830	RP11-753I4.2	821	877.64984	chr4	+	176496018	176497291	Ensembl	1273
CR597960		820	876.58084	chr13	+	22032723	22034751	predicted	2029
CR604351		820	876.58084	chr17	-	77883479	77885440	predicted	1962
ENST00000504998	RP11-321E2.4	820	876.58084	chr5	+	17444118	17484055	Ensembl	582
NR_033181	SYAP1	819	875.51184	chrX	+	16737706	16780806	RefSeq_NR	3495
ENST00000414008	XXbac-BPG299F13.14	819	875.51184	chr6	-	31167941	31169695	Ensembl	517
ENST00000514955	AC004049.3	819	875.51184	chr4	+	113377079	113378941	Ensembl	1862
CR625021		819	875.51184	chr22	+	47655115	47656757	predicted	1642
AK023647		819	875.51184	chr21	+	42651025	42654455	predicted	3430
ENST00000511327	CTD-2236F14.1	819	875.51184	chr5	-	75902432	75904795	Ensembl	1588
uc002tji.1	AK123617	818	874.44284	chr2	+	113963502	113966973	UCSC_kg	3471
ENST00000510705	RP11-17E2.2	818	874.44284	chr4	-	21950648	22331953	Ensembl	1878
uc001ikv.1	CR595071	817	873.37384	chr10	+	11715226	11722506	UCSC_kg	1359
BC043011		817	873.37384	chr22	-	45658153	45659466	predicted	1407
ENST00000425093	AC098648.2	816	872.30483	chr3	-	36657497	36678949	Ensembl	1451
ENST00000430326	RP11-109A6.4	816	872.30483	chr10	+	131581116	131584811	Ensembl	2705
uc002yjs.2	ABCC13	816	872.30483	chr21	+	15646119	15710335	UCSC_kg	3361
uc001uiy.2	LOC338797	815	871.23583	chr12	+	131832014	131852100	UCSC_kg	1795
AK096567		815	871.23583	chr1	-	147741537	147753073	RNAdb	2972
AK022288		815	871.23583	chr15	+	65197536	65200230	NRED	2695
ENST00000506071	AC007603.1	815	871.23583	chr16	-	49954640	49958065	Ensembl	2085
AB073353		815	871.23583	chr6	-	146114638	146116844	predicted	2211
ENST00000395415	RP11-340I6.10	814	870.16683	chr7	+	63391518	63392346	Ensembl	828
NR_026795	NCRNA00202	814	870.16683	chr10	-	27220134	27230930	RefSeq_NR	3650
AK124679		814	870.16683	chr15	-	102161554	102165180	predicted	3626
ENST00000501740	AC020926.1	814	870.16683	chr16	+	20685852	20693496	Ensembl	3309
ENST00000427547	AL162400.1	813	869.09783	chr1	-	63543751	63544702	Ensembl	157
BC023640		813	869.09783	chr9	+	98268516	98269911	predicted	1429
BC047516		813	869.09783	chr16	+	31067780	31074084	predicted	3382
uc003bcm.2	BC038245	813	869.09783	chr22	-	42760536	42765180	UCSC_kg	1074
ENST00000444288	AC017071.1	812	868.02883	chr2	+	187229324	187229855	Ensembl	531
ENST00000454367	AC007250.4	812	868.02883	chr2	+	58503011	58523683	Ensembl	813
U52051		812	868.02883	chr6	-	107003697	107011695	predicted	554
AK124383		812	868.02883	chr13	-	40768645	40794639	predicted	2551
uc003mye.2	BC040612	812	868.02883	chr6	+	8435925	8712519	UCSC_kg	2292
AF075062		812	868.02883	chr1	-	169081401	169082010	predicted	625
NR_001530	TTTY9A	812	868.02883	chrY	-	20743091	20752407	RefSeq_NR	1637
uc001kyk.2	BC036309	812	868.02883	chr10	+	107899923	107923511	UCSC_kg	2093
NR_029377	C20orf7	812	868.02883	chr20	+	13765671	13799065	RefSeq_NR	2409
ENST00000411615	RP11-356I2.1	811	866.95983	chr6	-	138051306	138060120	Ensembl	737
Y10203		811	866.95983	chr6	-	25973279	25983815	predicted	589
ENST00000410327	AL354989.1	811	866.95983	chr9	+	34049963	34050242	Ensembl	279
AB074169		811	866.95983	chrX	+	110367698	110371178	NRED	3486
NR_033354	ZNF519	811	866.95983	chr18	-	14075990	14132489	RefSeq_NR	2281
ENST00000413533	AC079621.4	811	866.95983	chr7	-	112375220	112378748	Ensembl	2027
ENST00000419034	RP1-202O8.2	810	865.89083	chr1	-	6503093	6507066	Ensembl	351
uc004ahc.1	AK096834	810	865.89083	chr9	-	71780234	71785971	UCSC_kg	2554
ENST00000508612	CTD-2201E18.4	810	865.89083	chr5	-	42908309	42908769	Ensembl	460
AK025037		810	865.89083	chr15	+	77529772	77532796	predicted	3046
BC043155		810	865.89083	chr2	+	179588183	179591767	RNAdb	3602
uc011egv.1	AF086258	810	865.89083	chr6	-	169575398	169582835	UCSC_kg	544
ENST00000457591	RP11-534K14.2	809	864.82183	chr13	-	25324794	25326309	Ensembl	1515
ENST00000499526	AC026624.1	809	864.82183	chr15	+	82452589	82456539	Ensembl	2605
AK125515		809	864.82183	chr15	-	42695351	42697502	predicted	2151
NR_024580	LOC100131193	809	864.82183	chr9	-	139698378	139703300	RefSeq_NR	2386
NR_027361	LOC100128842	809	864.82183	chr1	-	1193437	1196954	RefSeq_NR	3517
uc002kng.1	AK097613	809	864.82183	chr18	-	6919494	6929804	UCSC_kg	1902
ENST00000432563	RP5-1121H13.1	808	863.75283	chr20	-	40625770	40628037	Ensembl	2267
NR_027394	TJAP1	808	863.75283	chr6	+	43445260	43474294	RefSeq_NR	2648
ENST00000504848	AC083849.4	808	863.75283	chr7	-	148113275	148118086	Ensembl	3408
ENST00000497366	RP4-584D14.6	807	862.68383	chr7	-	150076942	150080973	Ensembl	420
NR_027767	TNIK	807	862.68383	chr3	-	171064723	171178197	RefSeq_NR	768
AK097674		807	862.68383	chr10	-	79932951	79935107	predicted	2158
ENST00000453790	RP11-79N23.1	807	862.68383	chr6	-	53605546	53611820	Ensembl	850
AK090797		807	862.68383	chr17	+	53248165	53250992	predicted	2827
AK057971		806	861.61482	chr15	-	69588683	69591102	predicted	2418
BC040184		806	861.61482	chr1	-	56214530	56218788	predicted	4269
uc002crb.2	BC063714	805	860.54582	chr16	-	2710869	2723416	UCSC_kg	970
BC037379		805	860.54582	chr11	+	6384041	6386495	predicted	2470
ENST00000482609	RP11-129B22.1	805	860.54582	chr3	+	64053639	64088807	Ensembl	6505
uc002xlw.1	BC071794	805	860.54582	chr20	-	43001506	43031509	UCSC_kg	852
ENST00000454972	AC079112.1	805	860.54582	chr2	-	68250825	68251898	Ensembl	939
ENST00000419995	RP11-255N24.4	805	860.54582	chr9	-	30558884	30559563	Ensembl	679
CR616893		805	860.54582	chr10	+	10990055	10991763	predicted	1712
uc001lpy.2	AX748330	805	860.54582	chr11	+	557594	560106	UCSC_kg	2210
U79257		804	859.47682	chr12	-	117579798	117581280	NRED	1493
NR_033328	KLHL7	804	859.47682	chr7	+	23145352	23215036	RefSeq_NR	3326
ENST00000433388	RP1-137D17.1	804	859.47682	chr6	-	169770092	169788480	Ensembl	588
ENST00000440965	AC005037.5	804	859.47682	chr2	-	202002238	202004750	Ensembl	1542
ENST00000416061	AF196970.3	804	859.47682	chrX	-	48557353	48595570	Ensembl	925
NR_024006	LOC92973	803	858.40782	chr9	+	35860270	35865513	RefSeq_NR	5245
ENST00000440433	RP3-475B7.3	803	858.40782	chrX	-	64770777	64772301	Ensembl	1524
ENST00000423435	AC113554.3	803	858.40782	chr17	+	61584416	61597167	Ensembl	2034
AK124584		803	858.40782	chr20	-	20418398	20422651	RNAdb	4253
ENST00000439564	CATSPER2P1	802	857.33882	chr15	-	44019378	44037363	Ensembl	1579
NR_026898	RPL10	802	857.33882	chrX	+	153626570	153630680	RefSeq_NR	2172
G30833		801	856.26982	chr7	+	105411817	105412065	predicted	248
AF143875		801	856.26982	chr10	-	74994300	74995396	RNAdb	1126
ENST00000421118	ASS1P6	801	856.26982	chrY	-	14043241	14044475	Ensembl	1234
ENST00000503353	RP11-119H12.3	800	855.20082	chr4	-	113718205	113719847	Ensembl	1352
BC071728		800	855.20082	chr5	-	172401481	172403056	predicted	1574
uc004dbt.2	BC024027	800	855.20082	chrX	-	27193036	27417114	UCSC_kg	1879
ENST00000456688	RP11-327P2.5	800	855.20082	chr13	+	52378432	52387356	Ensembl	569
ENST00000421828	RP11-195F19.5	800	855.20082	chr9	-	34664779	34665976	Ensembl	835
uc001hap.2	BC038769	799	854.13182	chr1	+	204110535	204112135	UCSC_kg	1124
ENST00000414608	RP11-479O9.2	799	854.13182	chr7	+	65238606	65267054	Ensembl	731
ENST00000457759	AP000357.5	799	854.13182	chr22	+	25082021	25082556	Ensembl	438
ENST00000501305	AC023818.1	799	854.13182	chr16	-	48380841	48387407	Ensembl	5517
AK001011		799	854.13182	chr12	+	115487519	115490076	predicted	1976
ENST00000412758	RP11-69P2.1	799	854.13182	chr1	+	203224870	203225605	Ensembl	735
ENST00000428983	RP11-24H2.1	798	853.06282	chr13	+	53774115	53776547	Ensembl	2432
ENST00000501016	SNORA72	798	853.06282	chr8	+	99053953	99056338	Ensembl	1976
uc001wvd.2	BC015671	798	853.06282	chr14	-	39734908	39736265	UCSC_kg	1357
ENST00000509603	AC104073.1	797	851.99382	chr7	-	64600748	65235797	Ensembl	2001
ENST00000461420	RP11-309L24.4	797	851.99382	chr7	+	128506632	128508898	Ensembl	431
uc003wqf.2	CR623475	797	851.99382	chr8	-	6261078	6264069	UCSC_kg	2406
ENST00000462792	RP11-451B8.1	797	851.99382	chr3	-	87780551	87842779	Ensembl	766
NR_026975	LOC286467	797	851.99382	chrX	-	130836678	130964671	RefSeq_NR	2951
L10404		797	851.99382	chr15	+	78830022	78831288	predicted	1266
uc009yzx.1	AK289390	797	851.99382	chr11	-	118097405	118099840	UCSC_kg	2435
ENST00000514177	AC010522.1	797	851.99382	chr19	-	58360098	58368657	Ensembl	2104
AK026883		796	850.92481	chr1	-	9160364	9164467	predicted	2794
NR_021493	LOC100144604	796	850.92481	chr15	-	93111047	93115493	RefSeq_NR	1762
NR_024478	LOC100132354	796	850.92481	chr6	+	43858764	43905943	RefSeq_NR	2282
AF086261		795	849.85581	chr15	-	96702119	96702853	predicted	744
NR_027480	POTEG	795	849.85581	chr14	+	19553364	19584942	RefSeq_NR	1975
NR_026570	MAPRE2	794	848.78681	chr18	+	32621323	32722377	RefSeq_NR	3081
AK124214		794	848.78681	chr14	+	37116290	37118877	predicted	2590
BC020911		794	848.78681	chr6	+	56405945	56407226	predicted	1309
ENST00000436573	XBPP1	794	848.78681	chr5	+	112220790	112221442	Ensembl	528
ENST00000458289	AC097711.1	794	848.78681	chr4	+	81000685	81002273	Ensembl	1588
uc002pdz.1	AK096622	794	848.78681	chr19	-	46560931	46580887	UCSC_kg	3230
ENST00000412749	AC074117.10	793	847.71781	chr2	+	27580054	27590489	Ensembl	399
AK097099		793	847.71781	chr10	+	121216630	121219252	predicted	2619
ENST00000468232	RP11-469J4.3	793	847.71781	chr3	+	170128299	170136403	Ensembl	664
ENST00000406156	RP11-129H15.2	793	847.71781	chr6	+	121974948	121975836	Ensembl	888
ENST00000513271	AC145098.2	793	847.71781	chr5	-	176875052	176879142	Ensembl	3872
uc002nqv.2	BC030765	793	847.71781	chr19	-	22798360	22806773	UCSC_kg	1110
NR_003598	LOC442308	792	846.64881	chr7	+	55713311	55714642	RefSeq_NR	1332
ENST00000417506	AC004941.3	792	846.64881	chr7	+	149095294	149098547	Ensembl	3120
ENST00000506036	RP11-553E5.1	792	846.64881	chr4	+	64215831	64217190	Ensembl	1359
ENST00000454171	AC004957.5	791	845.57981	chr7	+	84657143	84659008	Ensembl	1865
NR_003715	LOC93432	791	845.57981	chr7	+	141811548	141843775	RefSeq_NR	1637
AK125019		791	845.57981	chr21	+	40778282	40781266	RNAdb	2984
ENST00000413541	RP11-86H7.6	791	845.57981	chr1	-	95051111	95057853	Ensembl	2171
AL162037		791	845.57981	chr1	-	239411109	239414118	predicted	3019
uc001iky.1	AK056703	791	845.57981	chr10	-	11891611	11936699	UCSC_kg	3141
BC080625		791	845.57981	chr2	-	15728400	15729769	predicted	1394
ENST00000507811	RP11-588F10.1	791	845.57981	chr4	-	53306720	53307701	Ensembl	981
uc003yhm.1	AX747981	791	845.57981	chr8	-	96079036	96085148	UCSC_kg	2631
ENST00000451768	RP11-795A2.2	790	844.51081	chr3	+	186405117	186410295	Ensembl	1344
AK127957		790	844.51081	chr20	+	37063540	37065357	predicted	1818
ENST00000427083	KRT18P49	790	844.51081	chrX	+	106671856	106672715	Ensembl	859
NR_015430	C14orf64	789	843.44181	chr14	-	98391946	98444461	RefSeq_NR	1496
uc002pik.2	BC033836	789	843.44181	chr19	+	48758945	48761444	UCSC_kg	1943
ENST00000422473	AP000688.29	789	843.44181	chr21	+	37477178	37481988	Ensembl	2336
uc003jha.1	AK098570	789	843.44181	chr5	+	29143667	29153802	UCSC_kg	724
ENST00000505409	RP11-960D24.1	788	842.37281	chr11	+	28700729	28705016	Ensembl	520
ENST00000451146	GHc-362H12.2	788	842.37281	chrX	-	103216381	103216864	Ensembl	483
AK127174		788	842.37281	chr16	+	51209976	51212809	predicted	2833
AF176921		788	842.37281	chr8	+	32623642	32625384	predicted	1765
X81636		788	842.37281	chr9	+	36209277	36211989	NRED	2737
uc004abd.1	DQ573539	788	842.37281	chr9	-	38566269	38567982	UCSC_kg	1713
ENST00000489757	RP11-432B6.1	787	841.3038	chr3	+	160060472	160060803	Ensembl	331
AB007977		787	841.3038	chr1	+	2205628	2211643	NRED	6013
ENST00000509378	RP11-39C10.1	787	841.3038	chr4	+	165109462	165111519	Ensembl	2057
NR_003024	EIF3IP1	787	841.3038	chr7	-	109599283	109600270	RefSeq_NR	987
ENST00000417455	RP11-402L1.1	787	841.3038	chr10	-	44100290	44101699	Ensembl	1409
NR_033370	LOC63930	787	841.3038	chr20	+	61640734	61716423	RefSeq_NR	3366
AK092329		786	840.2348	chr8	+	22111158	22116197	predicted	2493
uc003xtf.2	CR749704	786	840.2348	chr8	+	58131647	58145186	UCSC_kg	2283
ENST00000468335	CTD-2301A4.1	786	840.2348	chr5	+	176773073	176773427	Ensembl	354
NR_027400	SMPD1	786	840.2348	chr11	+	6411654	6416225	RefSeq_NR	2301
ENST00000441430	RP11-571G1.2	786	840.2348	chr13	+	39150776	39153131	Ensembl	435
BC096833		785	839.1658	chr4	-	156134961	156136238	RNAdb	1279
NR_015434	LOC148413	785	839.1658	chr1	+	1334909	1337425	RefSeq_NR	1766
ENST00000412369	AC009429.1	785	839.1658	chr3	+	21584307	21621451	Ensembl	705
NR_029192	LOC100133315	785	839.1658	chr11	-	71576554	71639493	RefSeq_NR	1262
BC035177		785	839.1658	chr2	+	106726630	106730093	predicted	3480
AK055000		785	839.1658	chr5	-	656889	658689	predicted	1800
AK123248		785	839.1658	chr2	+	179261255	179263910	predicted	2656
AK125944		784	838.0968	chr1	+	110600961	110604396	predicted	3463
HIT000046992		784	838.0968	chr1	-	78020660	78024414	HinvDB	3755
AK057263		784	838.0968	chr7	+	5414323	5416320	predicted	1999
uc003vhn.1	BC040208	783	837.0278	chr7	-	115849285	115851565	UCSC_kg	2280
ENST00000371865	RP11-543D5.3	783	837.0278	chr1	-	48231307	48267295	Ensembl	1158
BC030136		783	837.0278	chr4	+	121843096	121844758	predicted	1702
AK024173		783	837.0278	chr10	-	75240427	75241648	NRED	1324
NR_027794	C3orf17	783	837.0278	chr3	-	112721293	112738555	RefSeq_NR	4706
uc003hss.1	AK123890	783	837.0278	chr4	+	90757574	90761746	UCSC_kg	2646
AK074042		783	837.0278	chr22	-	44578910	44583619	predicted	4709
ENST00000505994	RP11-548H18.2	782	835.9588	chr4	-	120312985	120316490	Ensembl	3505
BC043241		782	835.9588	chr16	-	63090692	63163558	predicted	2591
ENST00000515728	RP11-115I3.1	782	835.9588	chr4	-	101581435	101596270	Ensembl	824
uc001dva.2	BC043293	782	835.9588	chr1	-	106144775	106161557	UCSC_kg	1824
uc002auv.1	AX748294	782	835.9588	chr15	+	72908150	72910583	UCSC_kg	2433
NR_003249	HNRPDL	781	834.8898	chr4	-	83344348	83351378	RefSeq_NR	3615
NR_027654	SMAD6	780	833.8208	chr15	+	66994673	67074335	RefSeq_NR	3018
ENST00000447525	RP11-115A15.2	780	833.8208	chr1	+	80961587	80961918	Ensembl	331
ENST00000439824	RP11-175I6.5	780	833.8208	chr9	-	44256188	44263319	Ensembl	3615
uc001sxh.1	AK093193	780	833.8208	chr12	+	75628519	75645645	UCSC_kg	1751
uc003gqk.2	BC014938	780	833.8208	chr4	-	22328989	22341289	UCSC_kg	885
ENST00000453155	RP11-567E21.3	780	833.8208	chr1	-	201191240	201192251	Ensembl	771
ENST00000451049	AC016908.2	780	833.8208	chr2	-	84267008	84267844	Ensembl	836
ENST00000445421	AC007742.1	780	833.8208	chrY	+	19740392	19741282	Ensembl	515
uc002fnh.1	AK097694	780	833.8208	chr16	+	89497374	89520902	UCSC_kg	1768
CR620979		780	833.8208	chr13	+	20662159	20663224	predicted	1065
uc003xti.1	AX746596	779	832.7518	chr8	+	58658707	58662754	UCSC_kg	2457
ENST00000514910	RP11-451F20.1	779	832.7518	chr4	+	184301497	184302858	Ensembl	1361
AL512762		779	832.7518	chr17	-	18283168	18292298	predicted	4991
ENST00000439325	AC026202.3	779	832.7518	chr3	-	5198589	5229014	Ensembl	672
ENST00000514016	CTD-2077I5.1	779	832.7518	chr5	+	112938546	112941067	Ensembl	2521
ENST00000511640	RP11-124O5.1	778	831.6828	chr5	+	25909611	25911343	Ensembl	1732
ENST00000419257	AC007461.2	777	830.61379	chr17	+	70068473	70089622	Ensembl	2063
NR_027322	LOC283070	777	830.61379	chr10	+	12875132	12877544	RefSeq_NR	2427
BC008846		777	830.61379	chr2	+	232674555	232677058	predicted	2525
NR_024024	ACAA1	776	829.54479	chr3	-	38164201	38178733	RefSeq_NR	1965
uc010tki.1	FLJ41484	776	829.54479	chr13	+	114545292	114548541	UCSC_kg	3249
uc002dpc.1	AX746995	776	829.54479	chr16	-	28296205	28303385	UCSC_kg	2481
BX647519		776	829.54479	chr11	+	11139400	11205156	predicted	2007
ENST00000433371	AB019438.55	776	829.54479	chr14	+	106938444	106977000	Ensembl	1499
uc003gwh.2	BC025350	776	829.54479	chr4	-	41881541	41884569	UCSC_kg	1362
ENST00000502465	AC026333.1	775	828.47579	chr12	+	123210730	123215129	Ensembl	2345
NR_026806	FLJ13224	775	828.47579	chr12	+	31477249	31478879	RefSeq_NR	1630
AB073657		775	828.47579	chr9	+	37447341	37449691	predicted	2354
AL050020		775	828.47579	chr1	-	183439157	183441400	NRED	2266
ENST00000412047	RP4-581O6.1	775	828.47579	chr1	+	100308165	100308317	Ensembl	152
uc003vts.1	AK094915	775	828.47579	chr7	+	137003338	137011700	UCSC_kg	1835
uc003vhr.3	AK097428	775	828.47579	chr7	-	115915661	115926718	UCSC_kg	1956
AF116651		775	828.47579	chr4	+	69698215	69699289	predicted	1981
ENST00000392199	RP11-312J18.5	775	828.47579	chr1	+	160864769	160865869	Ensembl	1098
uc002nwj.2	BC045806	775	828.47579	chr19	-	35307058	35323773	UCSC_kg	2079
uc003oin.2	AL832447	775	828.47579	chr6	+	33878878	33885984	UCSC_kg	6592
uc002kss.2	BC034578	775	828.47579	chr18	+	14089933	14091016	UCSC_kg	1083
uc001mfs.1	AX747224	774	827.40679	chr11	-	7872297	7927502	UCSC_kg	2503
ENST00000422120	RP11-215C7.3	774	827.40679	chr10	+	23547139	23547474	Ensembl	335
G36502		774	827.40679	chr12	-	72320558	72321028	predicted	470
ENST00000432607	CYP2T2P	774	827.40679	chr19	-	41314429	41317295	Ensembl	1285
uc003caz.1	BC034913	774	827.40679	chr3	+	16577826	16582880	UCSC_kg	1365
HIT000009956		773	826.33779	chr11	-	111590083	111593110	HinvDB	3027
ENST00000406170	RP3-442M11.1	773	826.33779	chr6	+	111751462	111752984	Ensembl	1522
ENST00000430812	AC073869.14	773	826.33779	chr2	-	132127993	132129648	Ensembl	1655
AK095613		773	826.33779	chr20	+	31073096	31074846	RNAdb	2332
uc004fes.1	CR604456	773	826.33779	chrX	-	150343714	150346308	UCSC_kg	1569
AK125309		773	826.33779	chrX	+	6144398	6148332	predicted	3934
NR_024602	CLCA4	773	826.33779	chr1	+	87012758	87046430	RefSeq_NR	3115
BC131804		773	826.33779	chr5	-	143734122	143736148	predicted	2062
AK130298		772	825.26879	chr19	+	24261282	24263471	predicted	2189
HIT000329104		772	825.26879	chr19	+	18980843	18989858	HinvDB	706
uc002juh.2	BC041417	772	825.26879	chr17	-	76103484	76107880	UCSC_kg	3186
ENST00000423877	RP11-453N3.2	772	825.26879	chr10	+	39006325	39012607	Ensembl	493
ENST00000510449	RP11-147K21.1	772	825.26879	chr4	+	85724410	85731544	Ensembl	493
AK091337		771	824.19979	chr17	+	17093700	17095957	predicted	2258
AF305819		771	824.19979	chr13	+	43497346	43501079	predicted	3774
ENST00000412616	CTD-2012J19.1	771	824.19979	chr5	+	1614950	1616447	Ensembl	1251
uc002abv.2	AF007131	771	824.19979	chr15	+	52472413	52498070	UCSC_kg	1971
AK094156		771	824.19979	chr1	-	144516418	144519720	NRED	3302
AK094347		771	824.19979	chr20	-	57560741	57562496	RNAdb	1755
ENST00000453078	AC009518.8	771	824.19979	chr7	+	132515452	132534353	Ensembl	799
ENST00000430607	AP000697.6	770	823.13079	chr21	-	38071072	38073864	Ensembl	339
CR607695		770	823.13079	chr16	+	68261128	68263047	predicted	1920
ENST00000416265	RP11-242G20.1	770	823.13079	chr10	+	71426991	71477999	Ensembl	3043
ENST00000438037	ASH2LP1	770	823.13079	chr22	+	22774662	22775647	Ensembl	985
ENST00000435102	AC010890.1	770	823.13079	chr2	+	134023813	134049890	Ensembl	1454
uc003wtj.2	AK094525	769	822.06179	chr8	-	10713596	10716946	UCSC_kg	3350
ENST00000452788	RP1-60N8.2	769	822.06179	chrX	-	17570469	17575508	Ensembl	366
NR_015422	LOC149134	769	822.06179	chr1	+	246952918	246954788	RefSeq_NR	1123
BC030746		769	822.06179	chr9	+	32465463	32466688	predicted	1244
ENST00000514686	AL162499.1	769	822.06179	chr13	+	112967780	112976072	Ensembl	6897
ENST00000415114	AP000344.1	768	820.99279	chr22	-	23712281	23729918	Ensembl	974
ENST00000426848	RP11-323A7.1	768	820.99279	chr9	-	78016809	78017908	Ensembl	1099
uc003boy.1	AK126307	768	820.99279	chr3	+	577913	887698	UCSC_kg	3948
ENST00000427017	RP1-182D15.2	768	820.99279	chr6	-	170209413	170210198	Ensembl	694
AK094892		768	820.99279	chr7	-	94923607	94925712	predicted	2124
ENST00000446233	AC009969.2	767	819.92378	chr2	+	153733333	153734281	Ensembl	948
